method,silhouette,calinski_harabasz,davies_bouldin,ari,nmi,purity
Medium_ConvVAE+KMeans,0.027119701728224754,132.4104461669922,3.7638895523868454,0.12193577908012874,0.14825424157524553,0.503562945368171
Medium_ConvVAE+Agglo,-0.020583078265190125,85.24821472167969,4.4691065521471005,0.09063670149006557,0.15986577965410806,0.4471496437054632
"Medium_ConvVAE+DBSCAN(eps=5.0,ms=5)",0.2796260416507721,14.085662841796875,0.967867780082301,0.04530675288321567,0.054110564589156196,0.29275534441805223
